dyad,ccode1,stateabb1,ccode2,stateabb2,year,conttype
2020,2,USA,20,CAN,1920,1
2020,2,USA,20,CAN,1921,1
2020,2,USA,20,CAN,1922,1
2020,2,USA,20,CAN,1923,1
2020,2,USA,20,CAN,1924,1
2020,2,USA,20,CAN,1925,1
2020,2,USA,20,CAN,1926,1
2020,2,USA,20,CAN,1927,1
2020,2,USA,20,CAN,1928,1
2020,2,USA,20,CAN,1929,1
2020,2,USA,20,CAN,1930,1
2020,2,USA,20,CAN,1931,1
2020,2,USA,20,CAN,1932,1
2020,2,USA,20,CAN,1933,1
2020,2,USA,20,CAN,1934,1
2020,2,USA,20,CAN,1935,1
2020,2,USA,20,CAN,1936,1
2020,2,USA,20,CAN,1937,1
2020,2,USA,20,CAN,1938,1
2020,2,USA,20,CAN,1939,1
2020,2,USA,20,CAN,1940,1
2020,2,USA,20,CAN,1941,1
2020,2,USA,20,CAN,1942,1
2020,2,USA,20,CAN,1943,1
2020,2,USA,20,CAN,1944,1
2020,2,USA,20,CAN,1945,1
2020,2,USA,20,CAN,1946,1
2020,2,USA,20,CAN,1947,1
2020,2,USA,20,CAN,1948,1
2020,2,USA,20,CAN,1949,1
2020,2,USA,20,CAN,1950,1
2020,2,USA,20,CAN,1951,1
2020,2,USA,20,CAN,1952,1
2020,2,USA,20,CAN,1953,1
2020,2,USA,20,CAN,1954,1
2020,2,USA,20,CAN,1955,1
2020,2,USA,20,CAN,1956,1
2020,2,USA,20,CAN,1957,1
2020,2,USA,20,CAN,1958,1
2020,2,USA,20,CAN,1959,1
2020,2,USA,20,CAN,1960,1
2020,2,USA,20,CAN,1961,1
2020,2,USA,20,CAN,1962,1
2020,2,USA,20,CAN,1963,1
2020,2,USA,20,CAN,1964,1
2020,2,USA,20,CAN,1965,1
2020,2,USA,20,CAN,1966,1
2020,2,USA,20,CAN,1967,1
2020,2,USA,20,CAN,1968,1
2020,2,USA,20,CAN,1969,1
2020,2,USA,20,CAN,1970,1
2020,2,USA,20,CAN,1971,1
2020,2,USA,20,CAN,1972,1
2020,2,USA,20,CAN,1973,1
2020,2,USA,20,CAN,1974,1
2020,2,USA,20,CAN,1975,1
2020,2,USA,20,CAN,1976,1
2020,2,USA,20,CAN,1977,1
2020,2,USA,20,CAN,1978,1
2020,2,USA,20,CAN,1979,1
2020,2,USA,20,CAN,1980,1
2020,2,USA,20,CAN,1981,1
2020,2,USA,20,CAN,1982,1
2020,2,USA,20,CAN,1983,1
2020,2,USA,20,CAN,1984,1
2020,2,USA,20,CAN,1985,1
2020,2,USA,20,CAN,1986,1
2020,2,USA,20,CAN,1987,1
2020,2,USA,20,CAN,1988,1
2020,2,USA,20,CAN,1989,1
2020,2,USA,20,CAN,1990,1
2020,2,USA,20,CAN,1991,1
2020,2,USA,20,CAN,1992,1
2020,2,USA,20,CAN,1993,1
2020,2,USA,20,CAN,1994,1
2020,2,USA,20,CAN,1995,1
2020,2,USA,20,CAN,1996,1
2020,2,USA,20,CAN,1997,1
2020,2,USA,20,CAN,1998,1
2020,2,USA,20,CAN,1999,1
2020,2,USA,20,CAN,2000,1
2020,2,USA,20,CAN,2001,1
2020,2,USA,20,CAN,2002,1
2020,2,USA,20,CAN,2003,1
2020,2,USA,20,CAN,2004,1
2020,2,USA,20,CAN,2005,1
2020,2,USA,20,CAN,2006,1
2020,2,USA,20,CAN,2007,1
2020,2,USA,20,CAN,2008,1
2020,2,USA,20,CAN,2009,1
2020,2,USA,20,CAN,2010,1
2020,2,USA,20,CAN,2011,1
2020,2,USA,20,CAN,2012,1
2020,2,USA,20,CAN,2013,1
2020,2,USA,20,CAN,2014,1
2020,2,USA,20,CAN,2015,1
2020,2,USA,20,CAN,2016,1
2031,2,USA,31,BHM,1973,4
2031,2,USA,31,BHM,1974,4
2031,2,USA,31,BHM,1975,4
2031,2,USA,31,BHM,1976,4
2031,2,USA,31,BHM,1977,4
2031,2,USA,31,BHM,1978,4
2031,2,USA,31,BHM,1979,4
2031,2,USA,31,BHM,1980,4
2031,2,USA,31,BHM,1981,4
2031,2,USA,31,BHM,1982,4
2031,2,USA,31,BHM,1983,4
2031,2,USA,31,BHM,1984,4
2031,2,USA,31,BHM,1985,4
2031,2,USA,31,BHM,1986,4
2031,2,USA,31,BHM,1987,4
2031,2,USA,31,BHM,1988,4
2031,2,USA,31,BHM,1989,4
2031,2,USA,31,BHM,1990,4
2031,2,USA,31,BHM,1991,4
2031,2,USA,31,BHM,1992,4
2031,2,USA,31,BHM,1993,4
2031,2,USA,31,BHM,1994,4
2031,2,USA,31,BHM,1995,4
2031,2,USA,31,BHM,1996,4
2031,2,USA,31,BHM,1997,4
2031,2,USA,31,BHM,1998,4
2031,2,USA,31,BHM,1999,4
2031,2,USA,31,BHM,2000,4
2031,2,USA,31,BHM,2001,4
2031,2,USA,31,BHM,2002,4
2031,2,USA,31,BHM,2003,4
2031,2,USA,31,BHM,2004,4
2031,2,USA,31,BHM,2005,4
2031,2,USA,31,BHM,2006,4
2031,2,USA,31,BHM,2007,4
2031,2,USA,31,BHM,2008,4
2031,2,USA,31,BHM,2009,4
2031,2,USA,31,BHM,2010,4
2031,2,USA,31,BHM,2011,4
2031,2,USA,31,BHM,2012,4
2031,2,USA,31,BHM,2013,4
2031,2,USA,31,BHM,2014,4
2031,2,USA,31,BHM,2015,4
2031,2,USA,31,BHM,2016,4
2040,2,USA,40,CUB,1902,4
2040,2,USA,40,CUB,1903,4
2040,2,USA,40,CUB,1904,4
2040,2,USA,40,CUB,1905,4
2040,2,USA,40,CUB,1906,4
2040,2,USA,40,CUB,1909,4
2040,2,USA,40,CUB,1910,4
2040,2,USA,40,CUB,1911,4
2040,2,USA,40,CUB,1912,4
2040,2,USA,40,CUB,1913,4
2040,2,USA,40,CUB,1914,4
2040,2,USA,40,CUB,1915,4
2040,2,USA,40,CUB,1916,4
2040,2,USA,40,CUB,1917,4
2040,2,USA,40,CUB,1918,4
2040,2,USA,40,CUB,1919,4
2040,2,USA,40,CUB,1920,4
2040,2,USA,40,CUB,1921,4
2040,2,USA,40,CUB,1922,4
2040,2,USA,40,CUB,1923,4
2040,2,USA,40,CUB,1924,4
2040,2,USA,40,CUB,1925,4
2040,2,USA,40,CUB,1926,4
2040,2,USA,40,CUB,1927,4
2040,2,USA,40,CUB,1928,4
2040,2,USA,40,CUB,1929,4
2040,2,USA,40,CUB,1930,4
2040,2,USA,40,CUB,1931,4
2040,2,USA,40,CUB,1932,4
2040,2,USA,40,CUB,1933,4
2040,2,USA,40,CUB,1934,4
2040,2,USA,40,CUB,1935,4
2040,2,USA,40,CUB,1936,4
2040,2,USA,40,CUB,1937,4
2040,2,USA,40,CUB,1938,4
2040,2,USA,40,CUB,1939,4
2040,2,USA,40,CUB,1940,4
2040,2,USA,40,CUB,1941,4
2040,2,USA,40,CUB,1942,4
2040,2,USA,40,CUB,1943,4
2040,2,USA,40,CUB,1944,4
2040,2,USA,40,CUB,1945,4
2040,2,USA,40,CUB,1946,4
2040,2,USA,40,CUB,1947,4
2040,2,USA,40,CUB,1948,4
2040,2,USA,40,CUB,1949,4
2040,2,USA,40,CUB,1950,4
2040,2,USA,40,CUB,1951,4
2040,2,USA,40,CUB,1952,4
2040,2,USA,40,CUB,1953,4
2040,2,USA,40,CUB,1954,4
2040,2,USA,40,CUB,1955,4
2040,2,USA,40,CUB,1956,4
2040,2,USA,40,CUB,1957,4
2040,2,USA,40,CUB,1958,4
2040,2,USA,40,CUB,1959,4
2040,2,USA,40,CUB,1960,4
2040,2,USA,40,CUB,1961,4
2040,2,USA,40,CUB,1962,4
2040,2,USA,40,CUB,1963,4
2040,2,USA,40,CUB,1964,4
2040,2,USA,40,CUB,1965,4
2040,2,USA,40,CUB,1966,4
2040,2,USA,40,CUB,1967,4
2040,2,USA,40,CUB,1968,4
2040,2,USA,40,CUB,1969,4
2040,2,USA,40,CUB,1970,4
2040,2,USA,40,CUB,1971,4
2040,2,USA,40,CUB,1972,4
2040,2,USA,40,CUB,1973,4
2040,2,USA,40,CUB,1974,4
2040,2,USA,40,CUB,1975,4
2040,2,USA,40,CUB,1976,4
2040,2,USA,40,CUB,1977,4
2040,2,USA,40,CUB,1978,4
2040,2,USA,40,CUB,1979,4
2040,2,USA,40,CUB,1980,4
2040,2,USA,40,CUB,1981,4
2040,2,USA,40,CUB,1982,4
2040,2,USA,40,CUB,1983,4
2040,2,USA,40,CUB,1984,4
2040,2,USA,40,CUB,1985,4
2040,2,USA,40,CUB,1986,4
2040,2,USA,40,CUB,1987,4
2040,2,USA,40,CUB,1988,4
2040,2,USA,40,CUB,1989,4
2040,2,USA,40,CUB,1990,4
2040,2,USA,40,CUB,1991,4
2040,2,USA,40,CUB,1992,4
2040,2,USA,40,CUB,1993,4
2040,2,USA,40,CUB,1994,4
2040,2,USA,40,CUB,1995,4
2040,2,USA,40,CUB,1996,4
2040,2,USA,40,CUB,1997,4
2040,2,USA,40,CUB,1998,4
2040,2,USA,40,CUB,1999,4
2040,2,USA,40,CUB,2000,4
2040,2,USA,40,CUB,2001,4
2040,2,USA,40,CUB,2002,4
2040,2,USA,40,CUB,2003,4
2040,2,USA,40,CUB,2004,4
2040,2,USA,40,CUB,2005,4
2040,2,USA,40,CUB,2006,4
2040,2,USA,40,CUB,2007,4
2040,2,USA,40,CUB,2008,4
2040,2,USA,40,CUB,2009,4
2040,2,USA,40,CUB,2010,4
2040,2,USA,40,CUB,2011,4
2040,2,USA,40,CUB,2012,4
2040,2,USA,40,CUB,2013,4
2040,2,USA,40,CUB,2014,4
2040,2,USA,40,CUB,2015,4
2040,2,USA,40,CUB,2016,4
2070,2,USA,70,MEX,1831,1
2070,2,USA,70,MEX,1832,1
2070,2,USA,70,MEX,1833,1
2070,2,USA,70,MEX,1834,1
2070,2,USA,70,MEX,1835,1
2070,2,USA,70,MEX,1836,1
2070,2,USA,70,MEX,1837,1
2070,2,USA,70,MEX,1838,1
2070,2,USA,70,MEX,1839,1
2070,2,USA,70,MEX,1840,1
2070,2,USA,70,MEX,1841,1
2070,2,USA,70,MEX,1842,1
2070,2,USA,70,MEX,1843,1
2070,2,USA,70,MEX,1844,1
2070,2,USA,70,MEX,1845,1
2070,2,USA,70,MEX,1846,1
2070,2,USA,70,MEX,1847,1
2070,2,USA,70,MEX,1848,1
2070,2,USA,70,MEX,1849,1
2070,2,USA,70,MEX,1850,1
2070,2,USA,70,MEX,1851,1
2070,2,USA,70,MEX,1852,1
2070,2,USA,70,MEX,1853,1
2070,2,USA,70,MEX,1854,1
2070,2,USA,70,MEX,1855,1
2070,2,USA,70,MEX,1856,1
2070,2,USA,70,MEX,1857,1
2070,2,USA,70,MEX,1858,1
2070,2,USA,70,MEX,1859,1
2070,2,USA,70,MEX,1860,1
2070,2,USA,70,MEX,1861,1
2070,2,USA,70,MEX,1862,1
2070,2,USA,70,MEX,1863,1
2070,2,USA,70,MEX,1864,1
2070,2,USA,70,MEX,1865,1
2070,2,USA,70,MEX,1866,1
2070,2,USA,70,MEX,1867,1
2070,2,USA,70,MEX,1868,1
2070,2,USA,70,MEX,1869,1
2070,2,USA,70,MEX,1870,1
2070,2,USA,70,MEX,1871,1
2070,2,USA,70,MEX,1872,1
2070,2,USA,70,MEX,1873,1
2070,2,USA,70,MEX,1874,1
2070,2,USA,70,MEX,1875,1
2070,2,USA,70,MEX,1876,1
2070,2,USA,70,MEX,1877,1
2070,2,USA,70,MEX,1878,1
2070,2,USA,70,MEX,1879,1
2070,2,USA,70,MEX,1880,1
2070,2,USA,70,MEX,1881,1
2070,2,USA,70,MEX,1882,1
2070,2,USA,70,MEX,1883,1
2070,2,USA,70,MEX,1884,1
2070,2,USA,70,MEX,1885,1
2070,2,USA,70,MEX,1886,1
2070,2,USA,70,MEX,1887,1
2070,2,USA,70,MEX,1888,1
2070,2,USA,70,MEX,1889,1
2070,2,USA,70,MEX,1890,1
2070,2,USA,70,MEX,1891,1
2070,2,USA,70,MEX,1892,1
2070,2,USA,70,MEX,1893,1
2070,2,USA,70,MEX,1894,1
2070,2,USA,70,MEX,1895,1
2070,2,USA,70,MEX,1896,1
2070,2,USA,70,MEX,1897,1
2070,2,USA,70,MEX,1898,1
2070,2,USA,70,MEX,1899,1
2070,2,USA,70,MEX,1900,1
2070,2,USA,70,MEX,1901,1
2070,2,USA,70,MEX,1902,1
2070,2,USA,70,MEX,1903,1
2070,2,USA,70,MEX,1904,1
2070,2,USA,70,MEX,1905,1
2070,2,USA,70,MEX,1906,1
2070,2,USA,70,MEX,1907,1
2070,2,USA,70,MEX,1908,1
2070,2,USA,70,MEX,1909,1
2070,2,USA,70,MEX,1910,1
2070,2,USA,70,MEX,1911,1
2070,2,USA,70,MEX,1912,1
2070,2,USA,70,MEX,1913,1
2070,2,USA,70,MEX,1914,1
2070,2,USA,70,MEX,1915,1
2070,2,USA,70,MEX,1916,1
2070,2,USA,70,MEX,1917,1
2070,2,USA,70,MEX,1918,1
2070,2,USA,70,MEX,1919,1
2070,2,USA,70,MEX,1920,1
2070,2,USA,70,MEX,1921,1
2070,2,USA,70,MEX,1922,1
2070,2,USA,70,MEX,1923,1
2070,2,USA,70,MEX,1924,1
2070,2,USA,70,MEX,1925,1
2070,2,USA,70,MEX,1926,1
2070,2,USA,70,MEX,1927,1
2070,2,USA,70,MEX,1928,1
2070,2,USA,70,MEX,1929,1
2070,2,USA,70,MEX,1930,1
2070,2,USA,70,MEX,1931,1
2070,2,USA,70,MEX,1932,1
2070,2,USA,70,MEX,1933,1
2070,2,USA,70,MEX,1934,1
2070,2,USA,70,MEX,1935,1
2070,2,USA,70,MEX,1936,1
2070,2,USA,70,MEX,1937,1
2070,2,USA,70,MEX,1938,1
2070,2,USA,70,MEX,1939,1
2070,2,USA,70,MEX,1940,1
2070,2,USA,70,MEX,1941,1
2070,2,USA,70,MEX,1942,1
2070,2,USA,70,MEX,1943,1
2070,2,USA,70,MEX,1944,1
2070,2,USA,70,MEX,1945,1
2070,2,USA,70,MEX,1946,1
2070,2,USA,70,MEX,1947,1
2070,2,USA,70,MEX,1948,1
2070,2,USA,70,MEX,1949,1
2070,2,USA,70,MEX,1950,1
2070,2,USA,70,MEX,1951,1
2070,2,USA,70,MEX,1952,1
2070,2,USA,70,MEX,1953,1
2070,2,USA,70,MEX,1954,1
2070,2,USA,70,MEX,1955,1
2070,2,USA,70,MEX,1956,1
2070,2,USA,70,MEX,1957,1
2070,2,USA,70,MEX,1958,1
2070,2,USA,70,MEX,1959,1
2070,2,USA,70,MEX,1960,1
2070,2,USA,70,MEX,1961,1
2070,2,USA,70,MEX,1962,1
2070,2,USA,70,MEX,1963,1
2070,2,USA,70,MEX,1964,1
2070,2,USA,70,MEX,1965,1
2070,2,USA,70,MEX,1966,1
2070,2,USA,70,MEX,1967,1
2070,2,USA,70,MEX,1968,1
2070,2,USA,70,MEX,1969,1
2070,2,USA,70,MEX,1970,1
2070,2,USA,70,MEX,1971,1
2070,2,USA,70,MEX,1972,1
2070,2,USA,70,MEX,1973,1
2070,2,USA,70,MEX,1974,1
2070,2,USA,70,MEX,1975,1
2070,2,USA,70,MEX,1976,1
2070,2,USA,70,MEX,1977,1
2070,2,USA,70,MEX,1978,1
2070,2,USA,70,MEX,1979,1
2070,2,USA,70,MEX,1980,1
2070,2,USA,70,MEX,1981,1
2070,2,USA,70,MEX,1982,1
2070,2,USA,70,MEX,1983,1
2070,2,USA,70,MEX,1984,1
2070,2,USA,70,MEX,1985,1
2070,2,USA,70,MEX,1986,1
2070,2,USA,70,MEX,1987,1
2070,2,USA,70,MEX,1988,1
2070,2,USA,70,MEX,1989,1
2070,2,USA,70,MEX,1990,1
2070,2,USA,70,MEX,1991,1
2070,2,USA,70,MEX,1992,1
2070,2,USA,70,MEX,1993,1
2070,2,USA,70,MEX,1994,1
2070,2,USA,70,MEX,1995,1
2070,2,USA,70,MEX,1996,1
2070,2,USA,70,MEX,1997,1
2070,2,USA,70,MEX,1998,1
2070,2,USA,70,MEX,1999,1
2070,2,USA,70,MEX,2000,1
2070,2,USA,70,MEX,2001,1
2070,2,USA,70,MEX,2002,1
2070,2,USA,70,MEX,2003,1
2070,2,USA,70,MEX,2004,1
2070,2,USA,70,MEX,2005,1
2070,2,USA,70,MEX,2006,1
2070,2,USA,70,MEX,2007,1
2070,2,USA,70,MEX,2008,1
2070,2,USA,70,MEX,2009,1
2070,2,USA,70,MEX,2010,1
2070,2,USA,70,MEX,2011,1
2070,2,USA,70,MEX,2012,1
2070,2,USA,70,MEX,2013,1
2070,2,USA,70,MEX,2014,1
2070,2,USA,70,MEX,2015,1
2070,2,USA,70,MEX,2016,1
2365,2,USA,365,RUS,1959,2
2365,2,USA,365,RUS,1960,2
2365,2,USA,365,RUS,1961,2
2365,2,USA,365,RUS,1962,2
2365,2,USA,365,RUS,1963,2
2365,2,USA,365,RUS,1964,2
2365,2,USA,365,RUS,1965,2
2365,2,USA,365,RUS,1966,2
2365,2,USA,365,RUS,1967,2
2365,2,USA,365,RUS,1968,2
2365,2,USA,365,RUS,1969,2
2365,2,USA,365,RUS,1970,2
2365,2,USA,365,RUS,1971,2
2365,2,USA,365,RUS,1972,2
2365,2,USA,365,RUS,1973,2
2365,2,USA,365,RUS,1974,2
2365,2,USA,365,RUS,1975,2
2365,2,USA,365,RUS,1976,2
2365,2,USA,365,RUS,1977,2
2365,2,USA,365,RUS,1978,2
2365,2,USA,365,RUS,1979,2
2365,2,USA,365,RUS,1980,2
2365,2,USA,365,RUS,1981,2
2365,2,USA,365,RUS,1982,2
2365,2,USA,365,RUS,1983,2
2365,2,USA,365,RUS,1984,2
2365,2,USA,365,RUS,1985,2
2365,2,USA,365,RUS,1986,2
2365,2,USA,365,RUS,1987,2
2365,2,USA,365,RUS,1988,2
2365,2,USA,365,RUS,1989,2
2365,2,USA,365,RUS,1990,2
2365,2,USA,365,RUS,1991,2
2365,2,USA,365,RUS,1992,2
2365,2,USA,365,RUS,1993,2
2365,2,USA,365,RUS,1994,2
2365,2,USA,365,RUS,1995,2
2365,2,USA,365,RUS,1996,2
2365,2,USA,365,RUS,1997,2
2365,2,USA,365,RUS,1998,2
2365,2,USA,365,RUS,1999,2
2365,2,USA,365,RUS,2000,2
2365,2,USA,365,RUS,2001,2
2365,2,USA,365,RUS,2002,2
2365,2,USA,365,RUS,2003,2
2365,2,USA,365,RUS,2004,2
2365,2,USA,365,RUS,2005,2
2365,2,USA,365,RUS,2006,2
2365,2,USA,365,RUS,2007,2
2365,2,USA,365,RUS,2008,2
2365,2,USA,365,RUS,2009,2
2365,2,USA,365,RUS,2010,2
2365,2,USA,365,RUS,2011,2
2365,2,USA,365,RUS,2012,2
2365,2,USA,365,RUS,2013,2
2365,2,USA,365,RUS,2014,2
2365,2,USA,365,RUS,2015,2
2365,2,USA,365,RUS,2016,2
2020,20,CAN,2,USA,1920,1
2020,20,CAN,2,USA,1921,1
2020,20,CAN,2,USA,1922,1
2020,20,CAN,2,USA,1923,1
2020,20,CAN,2,USA,1924,1
2020,20,CAN,2,USA,1925,1
2020,20,CAN,2,USA,1926,1
2020,20,CAN,2,USA,1927,1
2020,20,CAN,2,USA,1928,1
2020,20,CAN,2,USA,1929,1
2020,20,CAN,2,USA,1930,1
2020,20,CAN,2,USA,1931,1
2020,20,CAN,2,USA,1932,1
2020,20,CAN,2,USA,1933,1
2020,20,CAN,2,USA,1934,1
2020,20,CAN,2,USA,1935,1
2020,20,CAN,2,USA,1936,1
2020,20,CAN,2,USA,1937,1
2020,20,CAN,2,USA,1938,1
2020,20,CAN,2,USA,1939,1
2020,20,CAN,2,USA,1940,1
2020,20,CAN,2,USA,1941,1
2020,20,CAN,2,USA,1942,1
2020,20,CAN,2,USA,1943,1
2020,20,CAN,2,USA,1944,1
2020,20,CAN,2,USA,1945,1
2020,20,CAN,2,USA,1946,1
2020,20,CAN,2,USA,1947,1
2020,20,CAN,2,USA,1948,1
2020,20,CAN,2,USA,1949,1
2020,20,CAN,2,USA,1950,1
2020,20,CAN,2,USA,1951,1
2020,20,CAN,2,USA,1952,1
2020,20,CAN,2,USA,1953,1
2020,20,CAN,2,USA,1954,1
2020,20,CAN,2,USA,1955,1
2020,20,CAN,2,USA,1956,1
2020,20,CAN,2,USA,1957,1
2020,20,CAN,2,USA,1958,1
2020,20,CAN,2,USA,1959,1
2020,20,CAN,2,USA,1960,1
2020,20,CAN,2,USA,1961,1
2020,20,CAN,2,USA,1962,1
2020,20,CAN,2,USA,1963,1
2020,20,CAN,2,USA,1964,1
2020,20,CAN,2,USA,1965,1
2020,20,CAN,2,USA,1966,1
2020,20,CAN,2,USA,1967,1
2020,20,CAN,2,USA,1968,1
2020,20,CAN,2,USA,1969,1
2020,20,CAN,2,USA,1970,1
2020,20,CAN,2,USA,1971,1
2020,20,CAN,2,USA,1972,1
2020,20,CAN,2,USA,1973,1
2020,20,CAN,2,USA,1974,1
2020,20,CAN,2,USA,1975,1
2020,20,CAN,2,USA,1976,1
2020,20,CAN,2,USA,1977,1
2020,20,CAN,2,USA,1978,1
2020,20,CAN,2,USA,1979,1
2020,20,CAN,2,USA,1980,1
2020,20,CAN,2,USA,1981,1
2020,20,CAN,2,USA,1982,1
2020,20,CAN,2,USA,1983,1
2020,20,CAN,2,USA,1984,1
2020,20,CAN,2,USA,1985,1
2020,20,CAN,2,USA,1986,1
2020,20,CAN,2,USA,1987,1
2020,20,CAN,2,USA,1988,1
2020,20,CAN,2,USA,1989,1
2020,20,CAN,2,USA,1990,1
2020,20,CAN,2,USA,1991,1
2020,20,CAN,2,USA,1992,1
2020,20,CAN,2,USA,1993,1
2020,20,CAN,2,USA,1994,1
2020,20,CAN,2,USA,1995,1
2020,20,CAN,2,USA,1996,1
2020,20,CAN,2,USA,1997,1
2020,20,CAN,2,USA,1998,1
2020,20,CAN,2,USA,1999,1
2020,20,CAN,2,USA,2000,1
2020,20,CAN,2,USA,2001,1
2020,20,CAN,2,USA,2002,1
2020,20,CAN,2,USA,2003,1
2020,20,CAN,2,USA,2004,1
2020,20,CAN,2,USA,2005,1
2020,20,CAN,2,USA,2006,1
2020,20,CAN,2,USA,2007,1
2020,20,CAN,2,USA,2008,1
2020,20,CAN,2,USA,2009,1
2020,20,CAN,2,USA,2010,1
2020,20,CAN,2,USA,2011,1
2020,20,CAN,2,USA,2012,1
2020,20,CAN,2,USA,2013,1
2020,20,CAN,2,USA,2014,1
2020,20,CAN,2,USA,2015,1
2020,20,CAN,2,USA,2016,1
2031,31,BHM,2,USA,1973,4
2031,31,BHM,2,USA,1974,4
2031,31,BHM,2,USA,1975,4
2031,31,BHM,2,USA,1976,4
2031,31,BHM,2,USA,1977,4
2031,31,BHM,2,USA,1978,4
2031,31,BHM,2,USA,1979,4
2031,31,BHM,2,USA,1980,4
2031,31,BHM,2,USA,1981,4
2031,31,BHM,2,USA,1982,4
2031,31,BHM,2,USA,1983,4
2031,31,BHM,2,USA,1984,4
2031,31,BHM,2,USA,1985,4
2031,31,BHM,2,USA,1986,4
2031,31,BHM,2,USA,1987,4
2031,31,BHM,2,USA,1988,4
2031,31,BHM,2,USA,1989,4
2031,31,BHM,2,USA,1990,4
2031,31,BHM,2,USA,1991,4
2031,31,BHM,2,USA,1992,4
2031,31,BHM,2,USA,1993,4
2031,31,BHM,2,USA,1994,4
2031,31,BHM,2,USA,1995,4
2031,31,BHM,2,USA,1996,4
2031,31,BHM,2,USA,1997,4
2031,31,BHM,2,USA,1998,4
2031,31,BHM,2,USA,1999,4
2031,31,BHM,2,USA,2000,4
2031,31,BHM,2,USA,2001,4
2031,31,BHM,2,USA,2002,4
2031,31,BHM,2,USA,2003,4
2031,31,BHM,2,USA,2004,4
2031,31,BHM,2,USA,2005,4
2031,31,BHM,2,USA,2006,4
2031,31,BHM,2,USA,2007,4
2031,31,BHM,2,USA,2008,4
2031,31,BHM,2,USA,2009,4
2031,31,BHM,2,USA,2010,4
2031,31,BHM,2,USA,2011,4
2031,31,BHM,2,USA,2012,4
2031,31,BHM,2,USA,2013,4
2031,31,BHM,2,USA,2014,4
2031,31,BHM,2,USA,2015,4
2031,31,BHM,2,USA,2016,4
31040,31,BHM,40,CUB,1973,4
31040,31,BHM,40,CUB,1974,4
31040,31,BHM,40,CUB,1975,4
31040,31,BHM,40,CUB,1976,4
31040,31,BHM,40,CUB,1977,4
31040,31,BHM,40,CUB,1978,4
31040,31,BHM,40,CUB,1979,4
31040,31,BHM,40,CUB,1980,4
31040,31,BHM,40,CUB,1981,4
31040,31,BHM,40,CUB,1982,4
31040,31,BHM,40,CUB,1983,4
31040,31,BHM,40,CUB,1984,4
31040,31,BHM,40,CUB,1985,4
31040,31,BHM,40,CUB,1986,4
31040,31,BHM,40,CUB,1987,4
31040,31,BHM,40,CUB,1988,4
31040,31,BHM,40,CUB,1989,4
31040,31,BHM,40,CUB,1990,4
31040,31,BHM,40,CUB,1991,4
31040,31,BHM,40,CUB,1992,4
31040,31,BHM,40,CUB,1993,4
31040,31,BHM,40,CUB,1994,4
31040,31,BHM,40,CUB,1995,4
31040,31,BHM,40,CUB,1996,4
31040,31,BHM,40,CUB,1997,4
31040,31,BHM,40,CUB,1998,4
31040,31,BHM,40,CUB,1999,4
31040,31,BHM,40,CUB,2000,4
31040,31,BHM,40,CUB,2001,4
31040,31,BHM,40,CUB,2002,4
31040,31,BHM,40,CUB,2003,4
31040,31,BHM,40,CUB,2004,4
31040,31,BHM,40,CUB,2005,4
31040,31,BHM,40,CUB,2006,4
31040,31,BHM,40,CUB,2007,4
31040,31,BHM,40,CUB,2008,4
31040,31,BHM,40,CUB,2009,4
31040,31,BHM,40,CUB,2010,4
31040,31,BHM,40,CUB,2011,4
31040,31,BHM,40,CUB,2012,4
31040,31,BHM,40,CUB,2013,4
31040,31,BHM,40,CUB,2014,4
31040,31,BHM,40,CUB,2015,4
31040,31,BHM,40,CUB,2016,4
31041,31,BHM,41,HAI,1973,4
31041,31,BHM,41,HAI,1974,4
31041,31,BHM,41,HAI,1975,4
31041,31,BHM,41,HAI,1976,4
31041,31,BHM,41,HAI,1977,4
31041,31,BHM,41,HAI,1978,4
31041,31,BHM,41,HAI,1979,4
31041,31,BHM,41,HAI,1980,4
31041,31,BHM,41,HAI,1981,4
31041,31,BHM,41,HAI,1982,4
31041,31,BHM,41,HAI,1983,4
31041,31,BHM,41,HAI,1984,4
31041,31,BHM,41,HAI,1985,4
31041,31,BHM,41,HAI,1986,4
31041,31,BHM,41,HAI,1987,4
31041,31,BHM,41,HAI,1988,4
31041,31,BHM,41,HAI,1989,4
31041,31,BHM,41,HAI,1990,4
31041,31,BHM,41,HAI,1991,4
31041,31,BHM,41,HAI,1992,4
31041,31,BHM,41,HAI,1993,4
31041,31,BHM,41,HAI,1994,4
31041,31,BHM,41,HAI,1995,4
31041,31,BHM,41,HAI,1996,4
31041,31,BHM,41,HAI,1997,4
31041,31,BHM,41,HAI,1998,4
31041,31,BHM,41,HAI,1999,4
31041,31,BHM,41,HAI,2000,4
31041,31,BHM,41,HAI,2001,4
31041,31,BHM,41,HAI,2002,4
31041,31,BHM,41,HAI,2003,4
31041,31,BHM,41,HAI,2004,4
31041,31,BHM,41,HAI,2005,4
31041,31,BHM,41,HAI,2006,4
31041,31,BHM,41,HAI,2007,4
31041,31,BHM,41,HAI,2008,4
31041,31,BHM,41,HAI,2009,4
31041,31,BHM,41,HAI,2010,4
31041,31,BHM,41,HAI,2011,4
31041,31,BHM,41,HAI,2012,4
31041,31,BHM,41,HAI,2013,4
31041,31,BHM,41,HAI,2014,4
31041,31,BHM,41,HAI,2015,4
31041,31,BHM,41,HAI,2016,4
31042,31,BHM,42,DOM,1973,4
31042,31,BHM,42,DOM,1974,4
31042,31,BHM,42,DOM,1975,4
